track,date,race,post_position,horse_name,race_back,age_sex_restrictions,alt_comment_line,apprentice_wt_allow,bris_2f_pace_fig,bris_4f_pace_fig,bris_6f_pace_fig,bris_8f_pace_fig,bris_late_pace_fig,bris_race_shape_first_call,bris_race_shape_second_call,bris_speed_rating,bris_track_code,claim_trainer_switch_date,claim_trainer_switch_n1,claim_trainer_switch_n2,claim_trainer_switch_n3,claim_trainer_switch_n4,claim_trainer_switch_n5,claimed_code,claiming_price,days_since_prev_race,distance,entry,eqb_abbrev_race_conditions,equipment,extended_start_comment,favorite_indicator,final_time,finish_between_lengths,finish_between_lengths_only,finish_position,first_call_between_lengths,first_call_between_lengths_only,first_call_position,fraction_1,fraction_2,fraction_2f,fraction_3,fraction_4f,fraction_5f,fraction_6f,fraction_8f,front_bandages_indicator,gate_call_position,jockey,medication,money_position,num_entrants,odds,pp_post_position,prev_all_weather_surface_flag,purse,race_classification,race_date,race_name,race_num,race_type,restricted_qualifier_flag,sealed_track_indicator,second_call_between_lengths,second_call_between_lengths_only,second_call_position,second_place_margin,second_place_name,second_place_weight,speed_rating,start_call_between_lengths,start_call_between_lengths_only,start_call_position,statebred_flag,stretch_between_lengths,stretch_between_lengths_only,stretch_position,surface,third_place_margin,third_place_name,third_place_weight,track_code,track_condition,track_variant,trainer,trip_comment,weight,winner_margin,winner_name,winner_weight,target_FP,official_final_odds,year,target_top3,target_top5
CD,2017-05-06,12,13,J BOYS ECHO,3,BON,,,75,70,75,,110,-16,-19,93,AQU,,,,,,,,,77,1870,,Withers-G3,,02-04-17 3w 1st turn; 3-4w mid pack; urged 5/16; 4w upper; mild kick,0,104.47,4.75,4.75,3,3.00,3.00,6,24.29,49.31,24.29,74.06,49.31,,74.06,98.30,0,3,ALBARADO R J,1,3,10,6.80,10,,250000,Withers-G3,20170204,Withers S.,8,G3,,,2.50,2.50,4,0.50,TRUE TIMBER,117,87,3.50,3.50,6,,5.00,5.00,3,d,3.25,J BOYS ECHO,118,AQU,FT,9,ROMANS DALE,3w 1st turn; mild kick,118,4.25,EL AREEB,122,15,,2017,0,0
CD,2017-05-06,12,13,J BOYS ECHO,4,AON,,,93,97,96,,73,10,3,84,DED,,,,,,,,,23,1870,,DedJkp-G3,,11-19-16 Pressed pace; outside; dropped back; responded; late gain,0,105.15,10.25,10.25,4,1.50,1.50,4,23.18,47.05,23.18,72.52,47.05,,72.52,98.64,0,6,DESORMEAUX K J,1,4,10,3.10,9,,1000000,DedJkp-G3,20161119,"$1,000,000 Delta Downs Jackpot S.",7,G3,,,1.75,1.75,7,4.00,HOT SEAN,117,82,0.25,0.25,4,,9.50,9.50,7,D,0.50,DANGERFIELD,119,DED,FT,15,ROMANS DALE,Late gain,117,5.75,GUNNEVERA,122,15,,2017,0,0
CD,2017-05-06,12,13,J BOYS ECHO,5,AON,,,78,74,78,,81,-3,1,79,KEE,,,,,,,,,25,1870,,MdSpWt,,10-27-16 Stalked pace early; off rail turn; steadied top lane; altered ins,1,105.37,5.50,,1,2.50,2.50,5,24.27,48.54,24.27,73.03,48.54,,73.03,99.32,0,9,ALBARADO R J,1,1,12,1.80,3,,60000,MdSpWt,20161027,,6,S,,,1.00,1.00,3,0.25,BIG BEND,118,86,2.00,2.00,3,,0.13,0.13,2,D,2.50,INSURGENT,118,KEE,FT,9,ROMANS DALE,Steadied top lane;clrd,118,5.50,J BOYS ECHO,118,15,,2017,0,0
CD,2017-05-06,12,13,J BOYS ECHO,6,AON,,,75,71,,,98,-2,-5,79,CD,,,,,,,,,,1430,,MdSpWt,,10-02-16 Slow start; ducked in; trailed; 6path turn;rallied str;up for plc,0,78.11,1.50,1.50,2,7.50,7.50,10,23.28,46.93,23.28,71.63,46.93,,71.63,,0,10,ALBARADO R J,1,2,11,8.60,2,,43000,MdSpWt,20161002,,8,S,,,8.25,8.25,9,0.25,J BOYS ECHO,118,83,,,10,,6.50,6.50,7,D,0.13,GERVAIS,118,CD,FT,15,ROMANS DALE,Slow start; ducked in,118,1.50,TOTALITY,118,15,,2017,0,0
CD,2017-05-06,12,14,CLASSIC EMPIRE,1,BON,,,88,89,91,,97,4,-1,96,OP,,,,,,,,,70,1980,,ArkDby-G1,b,04-15-17 Early steady; 3w up backstretch; traffic 1/2; patient; 4w 1/4; up,1,108.93,0.50,,1,2.50,2.50,7,46.92,71.16,22.75,96.43,46.92,,71.16,96.43,0,6,LEPAROUX JULIEN R,1,1,12,1.90,2,,1000000,ArkDby-G1,20170415,Arkansas Derby,11,G1,,,1.75,1.75,6,1.00,CONQUEST MO MONEY,122,95,2.75,2.75,6,,1.50,1.50,3,D,0.50,LOOKIN AT LEE,122,OP,FT,5,CASSE MARK,Std'd early;patient;4w,122,0.50,CLASSIC EMPIRE,122,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,2,BON,,,84,86,92,,90,-4,-7,92,GP,,,,,,,,,91,1870,,HolyBull-G2,b,02-04-17 Washy pre-start; four to five wide early; no response far turn,1,102.52,8.75,8.75,3,1.00,1.00,3,24.14,47.92,24.14,71.87,47.92,,71.87,96.37,0,6,LEPAROUX JULIEN R,1,3,7,0.50,3,,350000,HolyBull-G2,20170204,Lambholm South Holy Bull S.,12,G2,,,1.50,1.50,2,5.00,GUNNEVERA,122,83,1.50,1.50,3,,4.00,4.00,3,D,5.25,CLASSIC EMPIRE,122,GP,FT,14,CASSE MARK,5w early; no response,122,3.75,IRISH WAR CRY,120,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,3,AOC,11-05-16 Prompted 2w;duel 3/8-1/4;cleared into lane;strong drive;dug in,,94,102,115,,95,7,7,108,SA,,,,,,,,,28,1870,,BCJvnl-G1,b,11-05-16 Prompted 2w;duel 3/8-1/4;cleared into lane;strong drive;dug in,0,102.60,0.25,,1,0.50,0.50,2,23.05,46.6,23.05,70.48,46.60,,70.48,95.96,0,6,LEPAROUX JULIEN R,1,1,11,4.50,5,,2000000,BCJvnl-G1,20161105,Sentient Jet Breeders' Cup Juvenile,8,G1,,,0.13,,1,7.50,NOT THIS TIME,122,89,0.50,0.50,2,,2.00,,1,D,4.25,PRACTICAL JOKE,122,SA,FT,15,CASSE MARK,2w;set dwn uppr;drvng,122,0.25,CLASSIC EMPIRE,122,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,4,AON,,,89,98,102,,84,12,9,94,KEE,,,,,,,,,33,1870,,BrdrsFut-G1,b,10-08-16 Stalked pace 5path; bid 3wd far turn; took command;drew away late,1,103.41,3.00,,1,1.50,1.50,3,23.38,46.63,23.38,71.17,46.63,,71.17,96.89,0,6,LEPAROUX JULIEN R,1,1,12,1.60,11,,500000,BrdrsFut-G1,20161008,Claiborne Breeders' Futurity,8,G1,,,0.50,0.50,2,1.00,LOOKIN AT LEE,121,95,2.00,2.00,3,,2.00,,1,D,0.13,WILD SHOT,121,KEE,FT,9,CASSE MARK,Took command;drew away,121,3.00,CLASSIC EMPIRE,121,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,5,AON,,,,,,,,-8,-18,,SAR,,,,,,,,,65,1540,,Hopeful-G1,,09-05-16 Wheeled at the start; unseated rider; vanned off,1,83.39,,,K,,,K,23.8,47.69,23.80,71.27,47.69,,71.27,,0,6,ORTIZ IRAD JR,1,99,7,1.65,6,,350000,Hopeful-G1,20160905,Hopeful S.,10,G1,,,,,K,0.06,ROYAL COPY,118,0,,,6,,,,K,D,6.75,PRETTY BOY FLASH,116,SAR,FT,15,CASSE MARK,Wheeled st; lost rider,120,0.25,PRACTICAL JOKE,118,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,6,AON,,,82,88,,,102,1,-1,94,CD,,,,,,,,,59,1320,,BshfdMnr-G3,,07-02-16 Ducked in start; back early; 3path turn; rolled by late,0,69.39,0.75,,1,7.00,7.00,7,21.76,45.07,21.76,56.97,45.07,56.97,,,0,9,LEPAROUX JULIEN R,1,1,9,4.70,1,,100000,BshfdMnr-G3,20160702,Bashford Manor S.,7,G3,,,6.50,6.50,4,9.00,RECRUITING READY,120,93,,,9,,4.00,4.00,3,D,1.75,TIP TAP TAPIZAR,120,CD,FT,10,CASSE MARK,Duckd in st;rolled pst,120,0.75,CLASSIC EMPIRE,120,4,6.0,2017,0,1
CD,2017-05-06,12,14,CLASSIC EMPIRE,7,AON,,,87,,,,80,,,74,CD,,,,,,,,,,990,,MdSpWt,,05-04-16 Slow into stride; advanced between; swung 5w; engulfed leaders,1,52.68,1.50,,1,3.00,3.00,5,22.81,46.5,22.81,,46.50,,,,0,6,LEPAROUX JULIEN R,1,1,8,0.50,1,,44000,MdSpWt,20160504,,2,S,,s,,,,3.00,REVEREND JOHN,118,92,,,6,,2.00,2.00,3,D,5.75,RAPA ITI,118,CD,SY,11,CASSE MARK,Slow early;full of run,118,1.50,CLASSIC EMPIRE,118,4,6.0,2017,0,1
CD,2017-05-06,12,15,MCCRAKEN,1,BON,,,92,88,93,,95,1,-1,96,KEE,,,,,,,,,56,1980,,BluGrs-G2,,04-08-17 Broke out start; stalked pace 3pth; btw; 7path far turn;flattened,1,110.39,3.75,3.75,3,2.50,2.50,3,48.34,72.36,23.79,97.35,48.34,,72.36,97.35,0,4,HERNANDEZ B J JR,1,3,7,1.60,2,,1000000,BluGrs-G2,20170408,Toyota Blue Grass S.,10,G2,,,3.00,3.00,4,3.00,PRACTICAL JOKE,123,83,1.50,1.50,3,,3.00,3.00,3,D,2.50,MCCRAKEN,123,KEE,FT,14,WILKES IAN R,Broke out st;flattened,123,0.75,IRAP,123,8,5.0,2017,0,0
CD,2017-05-06,12,15,MCCRAKEN,2,BON,,,79,82,91,,103,0,-1,99,TAM,,,,,,,,,77,1870,,SFDavis-G3,,02-11-17 Off pace inside; moved 4w 1/4; rallied outside; pulled away,1,102.45,1.50,,1,5.00,5.00,7,23.63,47.15,23.63,70.9,47.15,,70.90,96.05,0,8,HERNANDEZ B J JR,1,1,9,1.50,8,,250000,SFDavis-G3,20170211,Sam F. Davis S.,10,G3,,,3.75,3.75,6,1.00,TAPWRIT,116,102,5.00,5.00,7,,0.25,0.25,3,D,1.00,STATE OF HONOR,116,TAM,FT,1,WILKES IAN R,4w 1/4; pulled away,122,1.50,MCCRAKEN,122,8,5.0,2017,0,0
CD,2017-05-06,12,15,MCCRAKEN,3,AON,,,77,88,94,,91,9,8,93,CD,,,,,,,,,27,1870,,KyJC-G2,,11-26-16 Unhurried early; 6path far turn; bid 4wd str;edged clr;ridden out,1,104.15,1.25,,1,5.00,5.00,9,23.45,47.38,23.45,72.01,47.38,,72.01,97.34,0,10,HERNANDEZ B J JR,1,1,12,0.80,11,,200000,KyJC-G2,20161126,Kentucky Jockey Club S.,11,G2,,,3.50,3.50,6,3.75,WILD SHOT,122,87,8.50,8.50,9,,0.13,0.13,2,D,0.13,WARRIOR'S CLUB,122,CD,FT,15,WILKES IAN R,Edged clr; ridden out,122,1.25,MCCRAKEN,122,8,5.0,2017,0,0
CD,2017-05-06,12,15,MCCRAKEN,4,AON,,,80,83,91,,97,5,1,94,CD,,,,,,,,,28,1760,,StretSensB80k,,10-30-16 Unhurried early; 7path turn;rallied into lane;took over;drew away,0,95.55,3.75,,1,5.50,5.50,8,22.73,45.89,22.73,70.78,45.89,,70.78,,0,1,HERNANDEZ B J JR,1,1,9,8.00,2,,80000,StretSensB80k,20161030,Street Sense S.,8,N,,,2.00,2.00,5,1.25,BALANDEEN,120,89,5.50,5.50,8,,1.00,,1,D,1.00,GUEST SUITE,118,CD,FT,16,WILKES IAN R,7pth 1/4;rally;cleared,118,3.75,MCCRAKEN,118,8,5.0,2017,0,0
CD,2017-05-06,12,15,MCCRAKEN,5,AON,,,85,80,,,95,-3,-9,83,CD,,,,,,,,,,1430,,MdSpWt,,10-02-16 Attended pace inside; shifted out; quickened; kicked clear,0,77.89,2.50,,1,2.50,2.50,6,23.29,47.25,23.29,71.75,47.25,,71.75,,0,4,HERNANDEZ B J JR,1,1,11,2.90,2,,43000,MdSpWt,20161002,,5,S,,,2.50,2.50,5,1.50,PURE HEART,118,86,,,4,,1.00,1.00,3,D,1.75,HOLLOW POINT,118,CD,FT,15,WILKES IAN R,Shifted out; quickened,118,2.50,MCCRAKEN,118,8,5.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,1,BON,,,88,84,92,,81,1,-1,87,KEE,,,,,,,,,28,1980,,BluGrs-G2,b,04-08-17 Unprepared start; back early 3path; 8path far turn; improved pos,0,110.39,11.50,11.50,5,4.75,4.75,7,48.34,72.36,23.79,97.35,48.34,,72.36,97.35,0,6,ORTIZ JOSE L,1,5,7,2.20,4,,1000000,BluGrs-G2,20170408,Toyota Blue Grass S.,10,G2,,,3.50,3.50,6,3.00,PRACTICAL JOKE,123,75,3.00,3.00,6,,7.50,7.50,5,D,2.50,MCCRAKEN,123,KEE,FT,14,PLETCHER TODD A,Unprepared st;improved,123,0.75,IRAP,123,6,26.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,2,BON,,,80,89,97,,101,6,3,101,TAM,,,,,,,,,28,1870,,TamDby-G2,b,03-11-17 3w early; off pace; quick move far turn; rallied; pulled away;drv,1,102.36,4.50,,1,5.00,5.00,7,23.42,46.65,23.42,70.57,46.65,,70.57,95.75,0,6,ORTIZ JOSE L,1,1,10,1.10,5,,350000,TamDby-G2,20170311,Lambholm South Tampa Bay Derby,11,G2,,,3.50,3.50,4,1.50,STATE OF HONOR,116,103,6.00,6.00,8,,3.00,,1,D,0.50,WILD SHOT,118,TAM,FT,-2,PLETCHER TODD A,Rallied; pulled away,116,4.50,TAPWRIT,116,6,26.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,3,BON,,,82,87,95,,96,0,-1,97,TAM,,,,,,,,,63,1870,,SFDavis-G3,b,02-11-17 Off pace; inside trip; angled out 1/8; good finish for place,0,102.45,1.50,1.50,2,2.50,2.50,4,23.63,47.15,23.63,70.9,47.15,,70.90,96.05,0,4,ORTIZ JOSE L,1,2,9,9.80,7,,250000,SFDavis-G3,20170211,Sam F. Davis S.,10,G3,,,1.50,1.50,4,1.00,TAPWRIT,116,100,3.50,3.50,5,,1.75,1.75,4,D,1.00,STATE OF HONOR,116,TAM,FT,1,PLETCHER TODD A,Inside trip; late bid,116,1.50,MCCRAKEN,122,6,26.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,4,AON,,,75,76,86,,107,-13,-12,98,GP,,,,,,,,,34,1760,,PulpitB75k,b,12-10-16 Tracked; edgd up 3wd 3/8p; pulled away; drvng finish,1,97.65,1.00,,1,0.50,0.50,3,24.55,47.67,24.55,72.4,47.67,,72.40,,0,6,CASTRO E,1,1,7,1.50,7,,75000,PulpitB75k,20161210,Pulpit S.,7,N,,s,1.50,,1,12.25,MASTER PLAN,116,77,1.00,1.00,4,,5.00,,1,D,4.00,HEY MIKE,116,GP,SY,29,PLETCHER TODD A,Edg up3/8;pull awy;drv,116,1.00,TAPWRIT,116,6,26.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,5,AON,,,72,70,81,,95,-14,-5,87,GPW,,,,,,,,,64,1760,,MdSpWt,b,11-06-16 Rated btwn; edg up 1/4p; duel; clear late,0,98.24,1.00,,1,1.25,1.25,5,25.12,49.26,25.12,72.96,49.26,,72.96,,0,7,CASTRO E,1,1,7,3.60,4,,34000,MdSpWt,20161106,,4,S,,,0.50,0.50,2,12.50,COMMANDEERING,119,100,2.00,2.00,5,,0.13,,1,D,0.50,MISTER HAYES,119,GPW,FT,1,PLETCHER TODD A,Edg up1/4;duel;drw clr,119,1.00,TAPWRIT,119,6,26.0,2017,0,0
CD,2017-05-06,12,16,TAPWRIT,6,AON,,,89,92,,,42,4,6,56,SAR,,,,,,,,,,1540,,MdSpWt,,09-03-16 Broke out st; chased 4w; urged 5/16; angled 5w upper; faltered,0,84.46,18.25,18.25,10,3.50,3.50,4,22.81,45.88,22.81,71.21,45.88,,71.21,,0,9,CASTELLANO J J,1,10,10,5.20,3,,83000,MdSpWt,20160903,,4,S,,,4.00,4.00,4,0.25,WESTWOOD,119,62,,,9,,12.00,12.00,9,D,3.25,ALTITO,119,SAR,FT,16,PLETCHER TODD A,Chased 4-5w; faltered,119,1.75,UNBRIDLED EAGLE,119,6,26.0,2017,0,0
CD,2017-05-06,12,17,IRISH WAR CRY,1,BON,,,92,106,119,,80,14,17,102,AQU,,,,,,,,,35,1980,,WoodMm-G2,,04-08-17 3w 1st turn;prompt 2p 2nd;bid in hand 1/4;ask best 1/8;kick clear,0,110.91,3.50,,1,0.50,0.50,2,47.34,71.83,23.50,97.67,47.34,,71.83,97.67,0,3,MARAGH RAJIV,1,1,8,3.50,8,,750000,WoodMm-G2,20170408,Wood Memorial S. presented by NYRA Bets,10,G2,,,0.13,0.13,2,3.50,BATTALION RUNNER,123,92,1.50,1.50,4,,0.50,0.50,2,D,3.50,CLOUD COMPUTING,123,AQU,FT,13,MOTION H GRAHAM,3w 1st;2w 2nd;ask 1/8,123,3.50,IRISH WAR CRY,123,10,6.0,2017,0,0
CD,2017-05-06,12,17,IRISH WAR CRY,2,BON,,,97,102,97,,59,11,-1,76,GP,,,,,,,,,28,1870,,FntOYth-G2,,03-04-17 Pressed pace outside; no response to pressure far turn; tired,1,104.25,21.75,21.75,7,1.00,1.00,2,23.43,47.18,23.43,72.37,47.18,,72.37,97.85,0,2,ROSARIO JOEL,1,7,10,1.10,7,,400000,FntOYth-G2,20170304,Xpressbet Fountain of Youth S.,13,G2,,,2.00,2.00,2,0.50,PRACTICAL JOKE,122,61,1.00,1.00,2,,9.25,9.25,6,D,6.00,THREE RULES,120,GP,FT,24,MOTION H GRAHAM,Pressed; tired badly,122,5.75,GUNNEVERA,122,10,6.0,2017,0,0
CD,2017-05-06,12,17,IRISH WAR CRY,3,BON,02-04-17 Quickly clear; pace well out in track; bounded away flashed whip,,87,89,95,,105,-4,-7,102,GP,,,,,,,,,35,1870,,HolyBull-G2,,02-04-17 Quickly clear; pace well out in track; bounded away flashed whip,0,102.52,3.75,,1,1.00,,1,24.14,47.92,24.14,71.87,47.92,,71.87,96.37,0,2,ROSARIO JOEL,1,1,7,4.40,5,,350000,HolyBull-G2,20170204,Lambholm South Holy Bull S.,12,G2,,,1.50,,1,5.00,GUNNEVERA,122,92,1.00,,1,,3.50,,1,D,5.25,CLASSIC EMPIRE,122,GP,FT,14,MOTION H GRAHAM,Off rail; ridden out,120,3.75,IRISH WAR CRY,120,10,6.0,2017,0,0
CD,2017-05-06,12,17,IRISH WAR CRY,4,AON,,,88,92,,,104,-9,-13,100,LRL,,,,,,,,,50,1540,,MrylanderB100k,,12-31-16 Rank;duel outside;clear 3/8;duel inside rival 1/4-wire;got bob,1,82.71,0.06,,1,0.13,,1,23.9,47.26,23.90,70.72,47.26,,70.72,,0,4,LYNCH F,0,1,5,0.30,2,,100000,MrylanderB100k,20161231,Marylander S.,4,N,,,1.00,,1,10.00,O DIONYSUS,120,96,,,4,,0.13,,1,D,1.00,UNDULATED,120,LRL,FT,8,MOTION H GRAHAM,Rank;duel;got bob ins,120,0.06,IRISH WAR CRY,120,10,6.0,2017,0,0
CD,2017-05-06,12,17,IRISH WAR CRY,5,AON,,,82,91,,,104,2,-7,99,LRL,,,,,,,,,,1320,,MdSpWt,,11-11-16 5 wide turn; green late; drew off; driving;,0,70.62,4.50,,1,8.00,8.00,9,22.83,47,22.83,58.89,47.00,58.89,,,0,9,LYNCH F,0,1,12,8.40,12,,40000,MdSpWt,20161111,,5,S,,,3.50,3.50,5,5.00,DANCING WITH MAUDE,122,89,,,9,,1.00,1.00,2,D,3.50,TWIN VALOR,122,LRL,FT,17,MOTION H GRAHAM,5wd turn;green;drvng,122,4.50,IRISH WAR CRY,122,10,6.0,2017,0,0
CD,2017-05-06,12,18,GORMLEY,1,BON,,,94,103,116,,77,22,23,99,SA,,,,,,,,,28,1980,,SADrby-G1,,04-08-17 Saved ground; stalked pace;came out 2nd turn4wd into str;led late,0,111.16,0.50,,1,5.25,5.25,5,46.55,70.92,22.66,97.55,46.55,,70.92,97.55,0,1,ESPINOZA V,1,1,13,6.20,8,,1000000,SADrby-G1,20170408,Santa Anita Derby,8,G1,,,2.75,2.75,4,0.50,BATTLE OF MIDWAY,124,81,3.25,3.25,4,,0.50,0.50,3,D,0.50,ROYAL MO,124,SA,FT,14,SHIRREFFS JOHN,4wd into str;led late,124,0.50,GORMLEY,124,9,,2017,0,0
CD,2017-05-06,12,18,GORMLEY,2,BON,,,85,95,107,,75,3,6,91,SA,,,,,,,,,63,1870,,SnFelipe-G2,,03-11-17 Stalked pace; off rail; bid btwn foes;dueled;drifted out 1/8;wknd,0,102.28,9.75,9.75,4,0.50,0.50,2,23.5,46.79,23.50,70.48,46.79,,70.48,95.62,0,3,ESPINOZA V,1,4,7,2.10,5,,400000,SnFelipe-G2,20170311,San Felipe S.,5,G2,,,0.50,0.50,2,1.75,ILIAD,120,81,1.00,1.00,2,,5.00,5.00,3,D,1.25,TERM OF ART,122,SA,FT,18,SHIRREFFS JOHN,Bid btwn;vied;wkened,124,6.75,MASTERY,124,9,,2017,0,0
CD,2017-05-06,12,18,GORMLEY,3,BON,,,96,108,112,,89,15,10,102,SA,,,,,,,,,63,1760,,Sham-G3,,01-07-17 Bit washy; stalked; off rail; bid 2wd;dueled;led into lane;gamely,0,95.89,0.13,,1,0.13,0.13,2,22.54,45.46,22.54,70.13,45.46,,70.13,,0,1,ESPINOZA V,1,1,7,1.60,5,,100000,Sham-G3,20170107,Sham S.,7,G3,,s,0.13,0.13,2,13.00,AMERICAN ANTHEM,119,91,1.00,1.00,2,,0.50,,1,D,2.25,BIG HIT,119,SA,SY,11,SHIRREFFS JOHN,Bit washy;bid;led;game,124,0.13,GORMLEY,124,9,,2017,0,0
CD,2017-05-06,12,18,GORMLEY,4,AOC,,,89,100,110,,67,7,7,89,SA,,,,,,,,,35,1870,,BCJvnl-G1,,11-05-16 Bobbled soon after start; lost ground 4wd stalking; tired 3/16,0,102.60,16.25,16.25,7,1.50,1.50,5,23.05,46.6,23.05,70.48,46.60,,70.48,95.96,0,5,ESPINOZA V,1,7,11,5.20,7,,2000000,BCJvnl-G1,20161105,Sentient Jet Breeders' Cup Juvenile,8,G1,,,2.50,2.50,5,7.50,NOT THIS TIME,122,73,3.00,3.00,5,,10.00,10.00,7,D,4.25,PRACTICAL JOKE,122,SA,FT,15,SHIRREFFS JOHN,Bobbled st;4wd;tired,122,0.25,CLASSIC EMPIRE,122,9,,2017,0,0
CD,2017-05-06,12,18,GORMLEY,5,AON,,,86,92,98,,93,2,2,97,SA,,,,,,,,,27,1870,,FrntRnnr-G1,,10-01-16 Speed; set pace; inside; drew clear under urging; held sway,0,103.57,3.00,,1,1.00,,1,23.72,47.18,23.72,71.48,47.18,,71.48,96.79,0,4,ESPINOZA V,1,1,7,10.80,1,,300000,FrntRnnr-G1,20161001,FrontRunner S.,6,G1,,,1.00,,1,4.50,KLIMT,122,85,1.00,,1,,3.50,,1,D,4.25,STRAIGHT FIRE,122,SA,FT,12,SHIRREFFS JOHN,Inside;cleared lane,122,3.00,GORMLEY,122,9,,2017,0,0
CD,2017-05-06,12,18,GORMLEY,6,AON,,,91,92,,,80,-1,-1,81,DMR,,,,,,,,,,1430,,MdSpWt,,09-04-16 Speed; dueled; btwn foes;led into lane;inside;ridden out,0,77.79,4.25,,1,0.13,0.13,2,22.51,45.83,22.51,71.12,45.83,,71.12,,0,1,ESPINOZA V,1,1,10,6.70,7,,60000,MdSpWt,20160904,,7,S,,,0.13,0.13,2,1.50,RED KITE,120,84,,,1,,2.50,,1,D,3.25,CAMINO DE ESTRELLA,120,DMR,FT,9,SHIRREFFS JOHN,Vied;clear;ridden out,120,4.25,GORMLEY,120,9,,2017,0,0
CD,2017-05-06,12,19,PRACTICAL JOKE,1,BON,,,91,88,96,,98,1,-1,99,KEE,,,,,,,,,35,1980,,BluGrs-G2,,04-08-17 Chased pace early 4path; 6path far turn; bid str; not enough late,0,110.39,0.75,0.75,2,2.50,2.50,4,48.34,72.36,23.79,97.35,48.34,,72.36,97.35,0,7,ROSARIO JOEL,1,2,7,3.60,7,,1000000,BluGrs-G2,20170408,Toyota Blue Grass S.,10,G2,,,1.50,1.50,3,3.00,PRACTICAL JOKE,123,86,2.00,2.00,4,,1.50,1.50,2,D,2.50,MCCRAKEN,123,KEE,FT,14,BROWN CHAD C,Bid str; not enough,123,0.75,IRAP,123,5,20.0,2017,0,1
CD,2017-05-06,12,19,PRACTICAL JOKE,2,BON,,,84,89,97,,91,11,-1,95,GP,,,,,,,,,119,1870,,FntOYth-G2,,03-04-17 Steadied two wide first turn; three wide move 3/8s; bid; no match,0,104.25,5.75,5.75,2,7.50,7.50,6,23.43,47.18,23.43,72.37,47.18,,72.37,97.85,0,4,ORTIZ JOSE L,1,2,10,3.40,5,,400000,FntOYth-G2,20170304,Xpressbet Fountain of Youth S.,13,G2,,,2.00,2.00,3,0.50,PRACTICAL JOKE,122,77,7.50,7.50,7,,0.50,0.50,3,D,6.00,THREE RULES,120,GP,FT,24,BROWN CHAD C,Stdy 1st; 3w move turn,122,5.75,GUNNEVERA,122,5,20.0,2017,0,1
CD,2017-05-06,12,19,PRACTICAL JOKE,3,AOC,,,86,99,110,,85,7,7,98,SA,,,,,,,,,28,1870,,BCJvnl-G1,,11-05-16 Jostled between start;angled 5wd 7/8;drop in 3/8;angled out;faded,0,102.60,7.75,7.75,3,2.25,2.25,7,23.05,46.6,23.05,70.48,46.60,,70.48,95.96,0,9,ROSARIO JOEL,1,3,11,7.80,9,,2000000,BCJvnl-G1,20161105,Sentient Jet Breeders' Cup Juvenile,8,G1,,,2.75,2.75,6,7.50,NOT THIS TIME,122,81,4.50,4.50,7,,4.00,4.00,3,D,4.25,PRACTICAL JOKE,122,SA,FT,15,BROWN CHAD C,Jostled st;5-4w to 1/2,122,0.25,CLASSIC EMPIRE,122,5,20.0,2017,0,1
CD,2017-05-06,12,19,PRACTICAL JOKE,4,AON,,,77,92,107,,85,18,16,97,BEL,,,,,,,,,33,1760,,Chmpgn-G1,,10-08-16 Duck in;stead'd st;ins;interest 5/16;alt 3p 3/16;duel;carry out,0,94.68,0.06,,1,8.50,8.50,4,22.74,44.63,22.74,68.76,44.63,,68.76,,0,6,ROSARIO JOEL,1,1,6,2.95,1,,500000,Chmpgn-G1,20161008,Champagne S.,8,G1,,,3.00,3.00,4,6.50,SYNDERGAARD,122,91,8.50,8.50,6,,0.13,0.13,2,D,0.50,FAVORABLE OUTCOME,122,BEL,FT,7,BROWN CHAD C,Duck in st;herded late,122,0.06,PRACTICAL JOKE,122,5,20.0,2017,0,1
CD,2017-05-06,12,19,PRACTICAL JOKE,5,AON,,,82,77,,,106,-8,-18,90,SAR,,,,,,,,,30,1540,,Hopeful-G1,,09-05-16 Tracked inside; coaxed 3/8; 2-3w upper; rallied; up final jumps,0,83.39,0.25,,1,2.00,2.00,5,23.8,47.69,23.80,71.27,47.69,,71.27,,0,3,ORTIZ JOSE L,1,1,7,2.10,2,,350000,Hopeful-G1,20160905,Hopeful S.,10,G1,,,2.00,2.00,4,0.06,ROYAL COPY,118,86,,,3,,0.50,0.50,3,D,6.75,PRETTY BOY FLASH,116,SAR,FT,15,BROWN CHAD C,2-3w upper; gamely,118,0.25,PRACTICAL JOKE,118,5,20.0,2017,0,1
